[DEBUG] [2021-07-02 14:00:01] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20200, seq : 7204744ca05f4ad786d890fdfb602bc6, msgType : 19
[DEBUG] [2021-07-02 14:41:59] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20201, seq : cf603c167e1e42c2bc44d5c7e0a12da7, msgType : 19
[DEBUG] [2021-07-02 14:41:59] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20200, seq : 67bb6d7aac0a40f6b8788a71be712459, msgType : 19
[DEBUG] [2021-07-02 14:42:01] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20201, seq : adb753ee90314c4c92bccd52a554a8d4, msgType : 19
[DEBUG] [2021-07-02 14:42:01] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20200, seq : 7e67fc76dc0f43acb498199e1b86aaac, msgType : 19
[DEBUG] [2021-07-02 14:42:03] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20200, seq : f42b3b8b9bcb42429861ae2af4fd244a, msgType : 19
[DEBUG] [2021-07-02 14:42:03] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20201, seq : a84ae4c5e6c9442e9f091a41f69703f1, msgType : 19
[DEBUG] [2021-07-02 14:42:05] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20201, seq : a605376dfd5b4a608043faacb003c1a5, msgType : 19
[DEBUG] [2021-07-02 14:42:05] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20200, seq : c485ac52bf674089ace9530f4856b604, msgType : 19
[DEBUG] [2021-07-02 14:42:06] LogFormatUtils.traceDebug(91) | POST "/v1/usr/signin?user_id=seller&password=123&user_type=0", parameters={masked}
[DEBUG] [2021-07-02 14:42:06] AbstractHandlerMapping.getHandler(522) | Mapped to com.example.demo.controller.UserController#signin(String, String, int)
[INFO] [2021-07-02 14:42:06] ContractClient.loadContractAddr(73) |  load contract address from contract.properties, address is 0x0b83ffe9610e5c791427330cdddbd558e3a41977
[DEBUG] [2021-07-02 14:42:06] TransactionProcessorFactory.getChainIdAndGroupId(35) | getNodeVersion before createTransactionManager, binaryVerison: 2.7.2, supportedVersion:2.7.2
[DEBUG] [2021-07-02 14:42:06] TransactionProcessorFactory.getChainIdAndGroupId(49) | createTransactionManager for >=rc2 node, chainId: 1, groupId: 1
[DEBUG] [2021-07-02 14:42:06] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20200, seq : 9ec7db133fb042f9bd935b6dc3142c0d, msgType : 18
[DEBUG] [2021-07-02 14:42:06] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20200, seq : 00000000000000000000000000000000, msgType : 4097
[DEBUG] [2021-07-02 14:42:06] ChannelMsgHandler.onMessage(156) |  call 
[DEBUG] [2021-07-02 14:42:06] GroupServiceImpl.updatePeersBlockNumberInfo(104) | updatePeersBlockNumberInfo for 127.0.0.1:20200, updated blockNumber: 221, groupId: 1
[DEBUG] [2021-07-02 14:42:06] GroupServiceImpl.updateLatestBlockNumber(127) | g:1, updateLatestBlockNumber, latestBlockNumber: 221, nodeWithLatestBlockNumber:[127.0.0.1:20200]
[DEBUG] [2021-07-02 14:42:06] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20200, seq : 9ec7db133fb042f9bd935b6dc3142c0d, msgType : 4096
[DEBUG] [2021-07-02 14:42:06] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20201, seq : 00000000000000000000000000000000, msgType : 4097
[DEBUG] [2021-07-02 14:42:06] ChannelMsgHandler.onMessage(156) |  call 
[DEBUG] [2021-07-02 14:42:06] ChannelMsgHandler.onMessage(156) |  call 
[DEBUG] [2021-07-02 14:42:06] GroupServiceImpl.updatePeersBlockNumberInfo(104) | updatePeersBlockNumberInfo for 127.0.0.1:20201, updated blockNumber: 221, groupId: 1
[DEBUG] [2021-07-02 14:42:06] GroupServiceImpl.updateLatestBlockNumber(127) | g:1, updateLatestBlockNumber, latestBlockNumber: 221, nodeWithLatestBlockNumber:[127.0.0.1:20200, 127.0.0.1:20201]
[DEBUG] [2021-07-02 14:42:06] AbstractMessageConverterMethodProcessor.writeWithMessageConverters(268) | Using 'application/json', given [*/*] and supported [application/json, application/*+json, application/json, application/*+json]
[DEBUG] [2021-07-02 14:42:06] LogFormatUtils.traceDebug(91) | Writing [com.example.demo.pojo.Result@3eb397f7]
[DEBUG] [2021-07-02 14:42:06] FrameworkServlet.logResult(1131) | Completed 200 OK
[DEBUG] [2021-07-02 14:42:07] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20201, seq : 646755b4287d45d7b4127f4eb48326bc, msgType : 19
[DEBUG] [2021-07-02 14:42:07] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20200, seq : 945066ac76894ec98e6ad62f5ee8a2a7, msgType : 19
[DEBUG] [2021-07-02 14:42:07] LogFormatUtils.traceDebug(91) | POST "/v1/usr/signin?user_id=seller&password=123&user_type=0", parameters={masked}
[DEBUG] [2021-07-02 14:42:07] AbstractHandlerMapping.getHandler(522) | Mapped to com.example.demo.controller.UserController#signin(String, String, int)
[INFO] [2021-07-02 14:42:07] ContractClient.loadContractAddr(73) |  load contract address from contract.properties, address is 0x0b83ffe9610e5c791427330cdddbd558e3a41977
[DEBUG] [2021-07-02 14:42:07] TransactionProcessorFactory.getChainIdAndGroupId(35) | getNodeVersion before createTransactionManager, binaryVerison: 2.7.2, supportedVersion:2.7.2
[DEBUG] [2021-07-02 14:42:07] TransactionProcessorFactory.getChainIdAndGroupId(49) | createTransactionManager for >=rc2 node, chainId: 1, groupId: 1
[DEBUG] [2021-07-02 14:42:07] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20200, seq : 35d5473534c44db9a5153a89f22dc4ac, msgType : 18
[DEBUG] [2021-07-02 14:42:07] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20200, seq : 00000000000000000000000000000000, msgType : 4097
[DEBUG] [2021-07-02 14:42:07] ChannelMsgHandler.onMessage(156) |  call 
[DEBUG] [2021-07-02 14:42:07] GroupServiceImpl.updatePeersBlockNumberInfo(104) | updatePeersBlockNumberInfo for 127.0.0.1:20200, updated blockNumber: 222, groupId: 1
[DEBUG] [2021-07-02 14:42:07] GroupServiceImpl.updateLatestBlockNumber(127) | g:1, updateLatestBlockNumber, latestBlockNumber: 222, nodeWithLatestBlockNumber:[127.0.0.1:20200]
[DEBUG] [2021-07-02 14:42:07] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20200, seq : 35d5473534c44db9a5153a89f22dc4ac, msgType : 4096
[DEBUG] [2021-07-02 14:42:07] ChannelMsgHandler.onMessage(156) |  call 
[DEBUG] [2021-07-02 14:42:07] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20201, seq : 00000000000000000000000000000000, msgType : 4097
[DEBUG] [2021-07-02 14:42:07] ChannelMsgHandler.onMessage(156) |  call 
[DEBUG] [2021-07-02 14:42:07] GroupServiceImpl.updatePeersBlockNumberInfo(104) | updatePeersBlockNumberInfo for 127.0.0.1:20201, updated blockNumber: 222, groupId: 1
[DEBUG] [2021-07-02 14:42:07] GroupServiceImpl.updateLatestBlockNumber(127) | g:1, updateLatestBlockNumber, latestBlockNumber: 222, nodeWithLatestBlockNumber:[127.0.0.1:20200, 127.0.0.1:20201]
[DEBUG] [2021-07-02 14:42:07] AbstractMessageConverterMethodProcessor.writeWithMessageConverters(268) | Using 'application/json', given [*/*] and supported [application/json, application/*+json, application/json, application/*+json]
[DEBUG] [2021-07-02 14:42:07] LogFormatUtils.traceDebug(91) | Writing [com.example.demo.pojo.Result@7d787df]
[DEBUG] [2021-07-02 14:42:07] FrameworkServlet.logResult(1131) | Completed 200 OK
[DEBUG] [2021-07-02 14:42:08] LogFormatUtils.traceDebug(91) | POST "/v1/usr/signin?user_id=seller&password=123&user_type=0", parameters={masked}
[DEBUG] [2021-07-02 14:42:08] AbstractHandlerMapping.getHandler(522) | Mapped to com.example.demo.controller.UserController#signin(String, String, int)
[INFO] [2021-07-02 14:42:08] ContractClient.loadContractAddr(73) |  load contract address from contract.properties, address is 0x0b83ffe9610e5c791427330cdddbd558e3a41977
[DEBUG] [2021-07-02 14:42:08] TransactionProcessorFactory.getChainIdAndGroupId(35) | getNodeVersion before createTransactionManager, binaryVerison: 2.7.2, supportedVersion:2.7.2
[DEBUG] [2021-07-02 14:42:08] TransactionProcessorFactory.getChainIdAndGroupId(49) | createTransactionManager for >=rc2 node, chainId: 1, groupId: 1
[DEBUG] [2021-07-02 14:42:08] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20201, seq : 049439863e8d43d0ade9d8e79ec0a82a, msgType : 18
[DEBUG] [2021-07-02 14:42:08] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20200, seq : 00000000000000000000000000000000, msgType : 4097
[DEBUG] [2021-07-02 14:42:08] ChannelMsgHandler.onMessage(156) |  call 
[DEBUG] [2021-07-02 14:42:08] GroupServiceImpl.updatePeersBlockNumberInfo(104) | updatePeersBlockNumberInfo for 127.0.0.1:20200, updated blockNumber: 223, groupId: 1
[DEBUG] [2021-07-02 14:42:08] GroupServiceImpl.updateLatestBlockNumber(127) | g:1, updateLatestBlockNumber, latestBlockNumber: 223, nodeWithLatestBlockNumber:[127.0.0.1:20200]
[DEBUG] [2021-07-02 14:42:08] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20201, seq : 00000000000000000000000000000000, msgType : 4097
[DEBUG] [2021-07-02 14:42:08] ChannelMsgHandler.onMessage(156) |  call 
[DEBUG] [2021-07-02 14:42:08] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20201, seq : 049439863e8d43d0ade9d8e79ec0a82a, msgType : 4096
[DEBUG] [2021-07-02 14:42:08] ChannelMsgHandler.onMessage(156) |  call 
[DEBUG] [2021-07-02 14:42:08] GroupServiceImpl.updatePeersBlockNumberInfo(104) | updatePeersBlockNumberInfo for 127.0.0.1:20201, updated blockNumber: 223, groupId: 1
[DEBUG] [2021-07-02 14:42:08] GroupServiceImpl.updateLatestBlockNumber(127) | g:1, updateLatestBlockNumber, latestBlockNumber: 223, nodeWithLatestBlockNumber:[127.0.0.1:20200, 127.0.0.1:20201]
[DEBUG] [2021-07-02 14:42:08] AbstractMessageConverterMethodProcessor.writeWithMessageConverters(268) | Using 'application/json', given [*/*] and supported [application/json, application/*+json, application/json, application/*+json]
[DEBUG] [2021-07-02 14:42:08] LogFormatUtils.traceDebug(91) | Writing [com.example.demo.pojo.Result@3de80347]
[DEBUG] [2021-07-02 14:42:08] FrameworkServlet.logResult(1131) | Completed 200 OK
[DEBUG] [2021-07-02 14:42:08] LogFormatUtils.traceDebug(91) | POST "/v1/usr/signin?user_id=seller&password=123&user_type=0", parameters={masked}
[DEBUG] [2021-07-02 14:42:08] AbstractHandlerMapping.getHandler(522) | Mapped to com.example.demo.controller.UserController#signin(String, String, int)
[INFO] [2021-07-02 14:42:08] ContractClient.loadContractAddr(73) |  load contract address from contract.properties, address is 0x0b83ffe9610e5c791427330cdddbd558e3a41977
[DEBUG] [2021-07-02 14:42:08] TransactionProcessorFactory.getChainIdAndGroupId(35) | getNodeVersion before createTransactionManager, binaryVerison: 2.7.2, supportedVersion:2.7.2
[DEBUG] [2021-07-02 14:42:08] TransactionProcessorFactory.getChainIdAndGroupId(49) | createTransactionManager for >=rc2 node, chainId: 1, groupId: 1
[DEBUG] [2021-07-02 14:42:08] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20201, seq : 20022d4962614ec285a3e3b51b18cc22, msgType : 18
[DEBUG] [2021-07-02 14:42:08] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20201, seq : 00000000000000000000000000000000, msgType : 4097
[DEBUG] [2021-07-02 14:42:08] ChannelMsgHandler.onMessage(156) |  call 
[DEBUG] [2021-07-02 14:42:08] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20201, seq : 20022d4962614ec285a3e3b51b18cc22, msgType : 4096
[DEBUG] [2021-07-02 14:42:08] ChannelMsgHandler.onMessage(156) |  call 
[DEBUG] [2021-07-02 14:42:08] GroupServiceImpl.updatePeersBlockNumberInfo(104) | updatePeersBlockNumberInfo for 127.0.0.1:20201, updated blockNumber: 224, groupId: 1
[DEBUG] [2021-07-02 14:42:08] GroupServiceImpl.updateLatestBlockNumber(127) | g:1, updateLatestBlockNumber, latestBlockNumber: 224, nodeWithLatestBlockNumber:[127.0.0.1:20201]
[DEBUG] [2021-07-02 14:42:08] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20200, seq : 00000000000000000000000000000000, msgType : 4097
[DEBUG] [2021-07-02 14:42:08] ChannelMsgHandler.onMessage(156) |  call 
[DEBUG] [2021-07-02 14:42:08] GroupServiceImpl.updatePeersBlockNumberInfo(104) | updatePeersBlockNumberInfo for 127.0.0.1:20200, updated blockNumber: 224, groupId: 1
[DEBUG] [2021-07-02 14:42:08] GroupServiceImpl.updateLatestBlockNumber(127) | g:1, updateLatestBlockNumber, latestBlockNumber: 224, nodeWithLatestBlockNumber:[127.0.0.1:20201, 127.0.0.1:20200]
[DEBUG] [2021-07-02 14:42:08] AbstractMessageConverterMethodProcessor.writeWithMessageConverters(268) | Using 'application/json', given [*/*] and supported [application/json, application/*+json, application/json, application/*+json]
[DEBUG] [2021-07-02 14:42:08] LogFormatUtils.traceDebug(91) | Writing [com.example.demo.pojo.Result@9d41504]
[DEBUG] [2021-07-02 14:42:08] FrameworkServlet.logResult(1131) | Completed 200 OK
[DEBUG] [2021-07-02 14:42:09] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20201, seq : 459d6895339e4523b981122615a21bd2, msgType : 19
[DEBUG] [2021-07-02 14:42:09] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20200, seq : d06665978426482d8d191a8060139c6f, msgType : 19
[DEBUG] [2021-07-02 14:42:10] LogFormatUtils.traceDebug(91) | POST "/v1/usr/signin?user_id=port&password=123&user_type=1", parameters={masked}
[DEBUG] [2021-07-02 14:42:10] AbstractHandlerMapping.getHandler(522) | Mapped to com.example.demo.controller.UserController#signin(String, String, int)
[INFO] [2021-07-02 14:42:10] ContractClient.loadContractAddr(73) |  load contract address from contract.properties, address is 0x0b83ffe9610e5c791427330cdddbd558e3a41977
[DEBUG] [2021-07-02 14:42:10] TransactionProcessorFactory.getChainIdAndGroupId(35) | getNodeVersion before createTransactionManager, binaryVerison: 2.7.2, supportedVersion:2.7.2
[DEBUG] [2021-07-02 14:42:10] TransactionProcessorFactory.getChainIdAndGroupId(49) | createTransactionManager for >=rc2 node, chainId: 1, groupId: 1
[DEBUG] [2021-07-02 14:42:10] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20201, seq : 8e3f21c17154482794a19f5ab75148c7, msgType : 18
[DEBUG] [2021-07-02 14:42:10] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20201, seq : 00000000000000000000000000000000, msgType : 4097
[DEBUG] [2021-07-02 14:42:10] ChannelMsgHandler.onMessage(156) |  call 
[DEBUG] [2021-07-02 14:42:10] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20201, seq : 8e3f21c17154482794a19f5ab75148c7, msgType : 4096
[DEBUG] [2021-07-02 14:42:10] ChannelMsgHandler.onMessage(156) |  call 
[DEBUG] [2021-07-02 14:42:10] GroupServiceImpl.updatePeersBlockNumberInfo(104) | updatePeersBlockNumberInfo for 127.0.0.1:20201, updated blockNumber: 225, groupId: 1
[DEBUG] [2021-07-02 14:42:10] GroupServiceImpl.updateLatestBlockNumber(127) | g:1, updateLatestBlockNumber, latestBlockNumber: 225, nodeWithLatestBlockNumber:[127.0.0.1:20201]
[DEBUG] [2021-07-02 14:42:10] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20200, seq : 00000000000000000000000000000000, msgType : 4097
[DEBUG] [2021-07-02 14:42:10] ChannelMsgHandler.onMessage(156) |  call 
[DEBUG] [2021-07-02 14:42:10] GroupServiceImpl.updatePeersBlockNumberInfo(104) | updatePeersBlockNumberInfo for 127.0.0.1:20200, updated blockNumber: 225, groupId: 1
[DEBUG] [2021-07-02 14:42:10] GroupServiceImpl.updateLatestBlockNumber(127) | g:1, updateLatestBlockNumber, latestBlockNumber: 225, nodeWithLatestBlockNumber:[127.0.0.1:20201, 127.0.0.1:20200]
[DEBUG] [2021-07-02 14:42:10] AbstractMessageConverterMethodProcessor.writeWithMessageConverters(268) | Using 'application/json', given [*/*] and supported [application/json, application/*+json, application/json, application/*+json]
[DEBUG] [2021-07-02 14:42:10] LogFormatUtils.traceDebug(91) | Writing [com.example.demo.pojo.Result@348bcc30]
[DEBUG] [2021-07-02 14:42:10] FrameworkServlet.logResult(1131) | Completed 200 OK
[DEBUG] [2021-07-02 14:42:10] LogFormatUtils.traceDebug(91) | POST "/v1/usr/signin?user_id=port&password=123&user_type=1", parameters={masked}
[DEBUG] [2021-07-02 14:42:10] AbstractHandlerMapping.getHandler(522) | Mapped to com.example.demo.controller.UserController#signin(String, String, int)
[INFO] [2021-07-02 14:42:10] ContractClient.loadContractAddr(73) |  load contract address from contract.properties, address is 0x0b83ffe9610e5c791427330cdddbd558e3a41977
[DEBUG] [2021-07-02 14:42:10] TransactionProcessorFactory.getChainIdAndGroupId(35) | getNodeVersion before createTransactionManager, binaryVerison: 2.7.2, supportedVersion:2.7.2
[DEBUG] [2021-07-02 14:42:10] TransactionProcessorFactory.getChainIdAndGroupId(49) | createTransactionManager for >=rc2 node, chainId: 1, groupId: 1
[DEBUG] [2021-07-02 14:42:10] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20200, seq : 05eb52cff2e64fa5865b08444259f5a4, msgType : 18
[DEBUG] [2021-07-02 14:42:10] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20200, seq : 00000000000000000000000000000000, msgType : 4097
[DEBUG] [2021-07-02 14:42:10] ChannelMsgHandler.onMessage(156) |  call 
[DEBUG] [2021-07-02 14:42:10] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20200, seq : 05eb52cff2e64fa5865b08444259f5a4, msgType : 4096
[DEBUG] [2021-07-02 14:42:10] ChannelMsgHandler.onMessage(156) |  call 
[DEBUG] [2021-07-02 14:42:10] GroupServiceImpl.updatePeersBlockNumberInfo(104) | updatePeersBlockNumberInfo for 127.0.0.1:20200, updated blockNumber: 226, groupId: 1
[DEBUG] [2021-07-02 14:42:10] GroupServiceImpl.updateLatestBlockNumber(127) | g:1, updateLatestBlockNumber, latestBlockNumber: 226, nodeWithLatestBlockNumber:[127.0.0.1:20200]
[DEBUG] [2021-07-02 14:42:10] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20201, seq : 00000000000000000000000000000000, msgType : 4097
[DEBUG] [2021-07-02 14:42:10] ChannelMsgHandler.onMessage(156) |  call 
[DEBUG] [2021-07-02 14:42:10] GroupServiceImpl.updatePeersBlockNumberInfo(104) | updatePeersBlockNumberInfo for 127.0.0.1:20201, updated blockNumber: 226, groupId: 1
[DEBUG] [2021-07-02 14:42:10] GroupServiceImpl.updateLatestBlockNumber(127) | g:1, updateLatestBlockNumber, latestBlockNumber: 226, nodeWithLatestBlockNumber:[127.0.0.1:20200, 127.0.0.1:20201]
[DEBUG] [2021-07-02 14:42:10] AbstractMessageConverterMethodProcessor.writeWithMessageConverters(268) | Using 'application/json', given [*/*] and supported [application/json, application/*+json, application/json, application/*+json]
[DEBUG] [2021-07-02 14:42:10] LogFormatUtils.traceDebug(91) | Writing [com.example.demo.pojo.Result@517eda0a]
[DEBUG] [2021-07-02 14:42:10] FrameworkServlet.logResult(1131) | Completed 200 OK
[DEBUG] [2021-07-02 14:42:11] LogFormatUtils.traceDebug(91) | POST "/v1/usr/signin?user_id=port&password=123&user_type=1", parameters={masked}
[DEBUG] [2021-07-02 14:42:11] AbstractHandlerMapping.getHandler(522) | Mapped to com.example.demo.controller.UserController#signin(String, String, int)
[INFO] [2021-07-02 14:42:11] ContractClient.loadContractAddr(73) |  load contract address from contract.properties, address is 0x0b83ffe9610e5c791427330cdddbd558e3a41977
