[DEBUG] [2021-07-09 11:22:37] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20201, seq : 124730023b9c40e8bc81d7422ddf26a0, msgType : 19
[DEBUG] [2021-07-09 11:29:10] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20201, seq : 4a4d0878206b4feea49b557c4bce86b0, msgType : 18
[DEBUG] [2021-07-09 11:29:11] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20201, seq : 00000000000000000000000000000000, msgType : 4097
[DEBUG] [2021-07-09 11:29:11] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20200, seq : 00000000000000000000000000000000, msgType : 4097
[DEBUG] [2021-07-09 11:29:11] ChannelMsgHandler.onMessage(156) |  call 
[DEBUG] [2021-07-09 11:29:11] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20201, seq : 4a4d0878206b4feea49b557c4bce86b0, msgType : 4096
[DEBUG] [2021-07-09 11:29:11] ChannelMsgHandler.onMessage(156) |  call 
[DEBUG] [2021-07-09 11:29:11] ChannelMsgHandler.onMessage(156) |  call 
[DEBUG] [2021-07-09 11:29:11] GroupServiceImpl.updatePeersBlockNumberInfo(104) | updatePeersBlockNumberInfo for 127.0.0.1:20200, updated blockNumber: 904, groupId: 1
[DEBUG] [2021-07-09 11:29:11] GroupServiceImpl.updatePeersBlockNumberInfo(104) | updatePeersBlockNumberInfo for 127.0.0.1:20201, updated blockNumber: 904, groupId: 1
[DEBUG] [2021-07-09 11:29:11] GroupServiceImpl.updateLatestBlockNumber(127) | g:1, updateLatestBlockNumber, latestBlockNumber: 904, nodeWithLatestBlockNumber:[127.0.0.1:20200]
[DEBUG] [2021-07-09 11:29:11] GroupServiceImpl.updateLatestBlockNumber(127) | g:1, updateLatestBlockNumber, latestBlockNumber: 904, nodeWithLatestBlockNumber:[127.0.0.1:20200, 127.0.0.1:20201]
[DEBUG] [2021-07-09 11:29:12] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20200, seq : 74465af92cfa49df94801e08f44cdcca, msgType : 19
[DEBUG] [2021-07-09 11:29:12] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20201, seq : 722361125a754a2ab866abb39364b922, msgType : 19
[DEBUG] [2021-07-09 11:29:14] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20200, seq : 32db9fd2699f4b618dd66aa5ee7fff7f, msgType : 19
[DEBUG] [2021-07-09 11:29:14] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20201, seq : da92edc154234bd48e3e5c651206c662, msgType : 19
[DEBUG] [2021-07-09 11:29:16] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20201, seq : df27f1349c464c398093bab0db5fdf4c, msgType : 19
[DEBUG] [2021-07-09 11:29:16] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20200, seq : 3e316108ca664a8485d2c2a45d71902c, msgType : 19
[DEBUG] [2021-07-09 11:29:18] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20201, seq : dd28a9b8ddd041c689c545afa9051988, msgType : 19
[DEBUG] [2021-07-09 11:29:18] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20200, seq : 7c39349414484ca88d40f70088fc4471, msgType : 19
[INFO] [2021-07-09 11:29:18] FrameworkServlet.initServletBean(525) | Initializing Servlet 'dispatcherServlet'
[DEBUG] [2021-07-09 11:29:18] DispatcherServlet.initMultipartResolver(520) | Detected StandardServletMultipartResolver
[DEBUG] [2021-07-09 11:29:18] DispatcherServlet.initLocaleResolver(544) | Detected AcceptHeaderLocaleResolver
[DEBUG] [2021-07-09 11:29:18] DispatcherServlet.initThemeResolver(569) | Detected FixedThemeResolver
[DEBUG] [2021-07-09 11:29:18] DispatcherServlet.initRequestToViewNameTranslator(719) | Detected org.springframework.web.servlet.view.DefaultRequestToViewNameTranslator@731fd8ef
[DEBUG] [2021-07-09 11:29:18] DispatcherServlet.initFlashMapManager(783) | Detected org.springframework.web.servlet.support.SessionFlashMapManager@9ad3f6b
[DEBUG] [2021-07-09 11:29:18] FrameworkServlet.initServletBean(542) | enableLoggingRequestDetails='false': request parameters and headers will be masked to prevent unsafe logging of potentially sensitive data
[INFO] [2021-07-09 11:29:18] FrameworkServlet.initServletBean(547) | Completed initialization in 4 ms
[DEBUG] [2021-07-09 11:29:18] LogFormatUtils.traceDebug(91) | POST "/v1/usr/signup?user_id=seller&password=123&user_type=0", parameters={masked}
[DEBUG] [2021-07-09 11:29:18] AbstractHandlerMapping.getHandler(522) | Mapped to com.example.demo.controller.UserController#signup(String, String, int, String)
[INFO] [2021-07-09 11:29:18] ContractClient.loadContractAddr(73) |  load contract address from contract.properties, address is 0xc5b840fc17a98f9875665b4cae711a51033d9421
[DEBUG] [2021-07-09 11:29:18] TransactionProcessorFactory.getChainIdAndGroupId(35) | getNodeVersion before createTransactionManager, binaryVerison: 2.7.2, supportedVersion:2.7.2
[DEBUG] [2021-07-09 11:29:18] TransactionProcessorFactory.getChainIdAndGroupId(49) | createTransactionManager for >=rc2 node, chainId: 1, groupId: 1
[DEBUG] [2021-07-09 11:29:18] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20200, seq : 18177580a1d640488e4a9d5cbc61ebbf, msgType : 18
[DEBUG] [2021-07-09 11:29:18] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20200, seq : 00000000000000000000000000000000, msgType : 4097
[DEBUG] [2021-07-09 11:29:18] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20200, seq : 18177580a1d640488e4a9d5cbc61ebbf, msgType : 4096
[DEBUG] [2021-07-09 11:29:18] ChannelMsgHandler.onMessage(156) |  call 
[DEBUG] [2021-07-09 11:29:18] ChannelMsgHandler.onMessage(156) |  call 
[DEBUG] [2021-07-09 11:29:18] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20201, seq : 00000000000000000000000000000000, msgType : 4097
[DEBUG] [2021-07-09 11:29:18] GroupServiceImpl.updatePeersBlockNumberInfo(104) | updatePeersBlockNumberInfo for 127.0.0.1:20200, updated blockNumber: 905, groupId: 1
[DEBUG] [2021-07-09 11:29:18] ChannelMsgHandler.onMessage(156) |  call 
[DEBUG] [2021-07-09 11:29:18] GroupServiceImpl.updatePeersBlockNumberInfo(104) | updatePeersBlockNumberInfo for 127.0.0.1:20201, updated blockNumber: 905, groupId: 1
[DEBUG] [2021-07-09 11:29:18] GroupServiceImpl.updateLatestBlockNumber(127) | g:1, updateLatestBlockNumber, latestBlockNumber: 905, nodeWithLatestBlockNumber:[127.0.0.1:20200, 127.0.0.1:20201]
[DEBUG] [2021-07-09 11:29:18] GroupServiceImpl.updateLatestBlockNumber(127) | g:1, updateLatestBlockNumber, latestBlockNumber: 905, nodeWithLatestBlockNumber:[127.0.0.1:20200]
[DEBUG] [2021-07-09 11:29:18] AbstractMessageConverterMethodProcessor.writeWithMessageConverters(268) | Using 'application/json', given [*/*] and supported [application/json, application/*+json, application/json, application/*+json]
[DEBUG] [2021-07-09 11:29:18] LogFormatUtils.traceDebug(91) | Writing [com.example.demo.pojo.Result@5eef66bc]
[DEBUG] [2021-07-09 11:29:18] FrameworkServlet.logResult(1131) | Completed 200 OK
[DEBUG] [2021-07-09 11:29:18] LogFormatUtils.traceDebug(91) | POST "/v1/usr/signup?user_id=port&password=123&user_type=1&port_name=GuangZhou", parameters={masked}
[DEBUG] [2021-07-09 11:29:18] AbstractHandlerMapping.getHandler(522) | Mapped to com.example.demo.controller.UserController#signup(String, String, int, String)
[INFO] [2021-07-09 11:29:18] ContractClient.loadContractAddr(73) |  load contract address from contract.properties, address is 0xc5b840fc17a98f9875665b4cae711a51033d9421
[DEBUG] [2021-07-09 11:29:18] TransactionProcessorFactory.getChainIdAndGroupId(35) | getNodeVersion before createTransactionManager, binaryVerison: 2.7.2, supportedVersion:2.7.2
[DEBUG] [2021-07-09 11:29:18] TransactionProcessorFactory.getChainIdAndGroupId(49) | createTransactionManager for >=rc2 node, chainId: 1, groupId: 1
[DEBUG] [2021-07-09 11:29:18] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20200, seq : d7976118ba1544fcb84d0b1c46c048fc, msgType : 18
[DEBUG] [2021-07-09 11:29:19] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20200, seq : 00000000000000000000000000000000, msgType : 4097
[DEBUG] [2021-07-09 11:29:19] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20200, seq : d7976118ba1544fcb84d0b1c46c048fc, msgType : 4096
[DEBUG] [2021-07-09 11:29:19] ChannelMsgHandler.onMessage(156) |  call 
[DEBUG] [2021-07-09 11:29:19] ChannelMsgHandler.onMessage(156) |  call 
[DEBUG] [2021-07-09 11:29:19] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20201, seq : 00000000000000000000000000000000, msgType : 4097
[DEBUG] [2021-07-09 11:29:19] GroupServiceImpl.updatePeersBlockNumberInfo(104) | updatePeersBlockNumberInfo for 127.0.0.1:20200, updated blockNumber: 906, groupId: 1
[DEBUG] [2021-07-09 11:29:19] GroupServiceImpl.updateLatestBlockNumber(127) | g:1, updateLatestBlockNumber, latestBlockNumber: 906, nodeWithLatestBlockNumber:[127.0.0.1:20200]
[DEBUG] [2021-07-09 11:29:19] AbstractMessageConverterMethodProcessor.writeWithMessageConverters(268) | Using 'application/json', given [*/*] and supported [application/json, application/*+json, application/json, application/*+json]
[DEBUG] [2021-07-09 11:29:19] ChannelMsgHandler.onMessage(156) |  call 
[DEBUG] [2021-07-09 11:29:19] LogFormatUtils.traceDebug(91) | Writing [com.example.demo.pojo.Result@3da0e922]
[DEBUG] [2021-07-09 11:29:19] GroupServiceImpl.updatePeersBlockNumberInfo(104) | updatePeersBlockNumberInfo for 127.0.0.1:20201, updated blockNumber: 906, groupId: 1
[DEBUG] [2021-07-09 11:29:19] GroupServiceImpl.updateLatestBlockNumber(127) | g:1, updateLatestBlockNumber, latestBlockNumber: 906, nodeWithLatestBlockNumber:[127.0.0.1:20200, 127.0.0.1:20201]
[DEBUG] [2021-07-09 11:29:19] FrameworkServlet.logResult(1131) | Completed 200 OK
[DEBUG] [2021-07-09 11:29:19] LogFormatUtils.traceDebug(91) | POST "/v1/usr/signup?user_id=port2&password=123&user_type=1&port_name=BeiJing", parameters={masked}
[DEBUG] [2021-07-09 11:29:19] AbstractHandlerMapping.getHandler(522) | Mapped to com.example.demo.controller.UserController#signup(String, String, int, String)
[INFO] [2021-07-09 11:29:19] ContractClient.loadContractAddr(73) |  load contract address from contract.properties, address is 0xc5b840fc17a98f9875665b4cae711a51033d9421
[DEBUG] [2021-07-09 11:29:19] TransactionProcessorFactory.getChainIdAndGroupId(35) | getNodeVersion before createTransactionManager, binaryVerison: 2.7.2, supportedVersion:2.7.2
[DEBUG] [2021-07-09 11:29:19] TransactionProcessorFactory.getChainIdAndGroupId(49) | createTransactionManager for >=rc2 node, chainId: 1, groupId: 1
[DEBUG] [2021-07-09 11:29:19] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20201, seq : d3392df76c2347759b64d94806e308cc, msgType : 18
[DEBUG] [2021-07-09 11:29:19] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20200, seq : 00000000000000000000000000000000, msgType : 4097
[DEBUG] [2021-07-09 11:29:19] ChannelMsgHandler.onMessage(156) |  call 
[DEBUG] [2021-07-09 11:29:19] GroupServiceImpl.updatePeersBlockNumberInfo(104) | updatePeersBlockNumberInfo for 127.0.0.1:20200, updated blockNumber: 907, groupId: 1
[DEBUG] [2021-07-09 11:29:19] GroupServiceImpl.updateLatestBlockNumber(127) | g:1, updateLatestBlockNumber, latestBlockNumber: 907, nodeWithLatestBlockNumber:[127.0.0.1:20200]
[DEBUG] [2021-07-09 11:29:19] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20201, seq : 00000000000000000000000000000000, msgType : 4097
[DEBUG] [2021-07-09 11:29:19] ChannelMsgHandler.onMessage(156) |  call 
[DEBUG] [2021-07-09 11:29:19] GroupServiceImpl.updatePeersBlockNumberInfo(104) | updatePeersBlockNumberInfo for 127.0.0.1:20201, updated blockNumber: 907, groupId: 1
[DEBUG] [2021-07-09 11:29:19] GroupServiceImpl.updateLatestBlockNumber(127) | g:1, updateLatestBlockNumber, latestBlockNumber: 907, nodeWithLatestBlockNumber:[127.0.0.1:20200, 127.0.0.1:20201]
[DEBUG] [2021-07-09 11:29:19] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20201, seq : d3392df76c2347759b64d94806e308cc, msgType : 4096
[DEBUG] [2021-07-09 11:29:19] ChannelMsgHandler.onMessage(156) |  call 
[DEBUG] [2021-07-09 11:29:19] AbstractMessageConverterMethodProcessor.writeWithMessageConverters(268) | Using 'application/json', given [*/*] and supported [application/json, application/*+json, application/json, application/*+json]
[DEBUG] [2021-07-09 11:29:19] LogFormatUtils.traceDebug(91) | Writing [com.example.demo.pojo.Result@137c5c35]
[DEBUG] [2021-07-09 11:29:19] FrameworkServlet.logResult(1131) | Completed 200 OK
[DEBUG] [2021-07-09 11:29:19] LogFormatUtils.traceDebug(91) | POST "/v1/usr/signin?user_id=seller&password=123&user_type=0", parameters={masked}
[DEBUG] [2021-07-09 11:29:19] AbstractHandlerMapping.getHandler(522) | Mapped to com.example.demo.controller.UserController#signin(String, String)
[INFO] [2021-07-09 11:29:19] ContractClient.loadContractAddr(73) |  load contract address from contract.properties, address is 0xc5b840fc17a98f9875665b4cae711a51033d9421
[DEBUG] [2021-07-09 11:29:19] TransactionProcessorFactory.getChainIdAndGroupId(35) | getNodeVersion before createTransactionManager, binaryVerison: 2.7.2, supportedVersion:2.7.2
[DEBUG] [2021-07-09 11:29:19] TransactionProcessorFactory.getChainIdAndGroupId(49) | createTransactionManager for >=rc2 node, chainId: 1, groupId: 1
[DEBUG] [2021-07-09 11:29:19] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20200, seq : 8eb27efefa2242fb8d9752d6919176a7, msgType : 18
[DEBUG] [2021-07-09 11:29:20] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20200, seq : fc80c44be93c4b97ad2ac42ebcd9e398, msgType : 19
[DEBUG] [2021-07-09 11:29:20] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20201, seq : 8c12d41b1093449c97b93406fc0e0a46, msgType : 19
[DEBUG] [2021-07-09 11:29:20] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20200, seq : 00000000000000000000000000000000, msgType : 4097
[DEBUG] [2021-07-09 11:29:20] ChannelMsgHandler.onMessage(156) |  call 
[DEBUG] [2021-07-09 11:29:20] GroupServiceImpl.updatePeersBlockNumberInfo(104) | updatePeersBlockNumberInfo for 127.0.0.1:20200, updated blockNumber: 908, groupId: 1
[DEBUG] [2021-07-09 11:29:20] GroupServiceImpl.updateLatestBlockNumber(127) | g:1, updateLatestBlockNumber, latestBlockNumber: 908, nodeWithLatestBlockNumber:[127.0.0.1:20200]
[DEBUG] [2021-07-09 11:29:20] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20200, seq : 8eb27efefa2242fb8d9752d6919176a7, msgType : 4096
[DEBUG] [2021-07-09 11:29:20] ChannelMsgHandler.onMessage(156) |  call 
[DEBUG] [2021-07-09 11:29:20] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20201, seq : 00000000000000000000000000000000, msgType : 4097
[DEBUG] [2021-07-09 11:29:20] ChannelMsgHandler.onMessage(156) |  call 
[DEBUG] [2021-07-09 11:29:20] AbstractMessageConverterMethodProcessor.writeWithMessageConverters(268) | Using 'application/json', given [*/*] and supported [application/json, application/*+json, application/json, application/*+json]
[DEBUG] [2021-07-09 11:29:20] LogFormatUtils.traceDebug(91) | Writing [com.example.demo.pojo.Result@4f2b8b40]
[DEBUG] [2021-07-09 11:29:20] GroupServiceImpl.updatePeersBlockNumberInfo(104) | updatePeersBlockNumberInfo for 127.0.0.1:20201, updated blockNumber: 908, groupId: 1
[DEBUG] [2021-07-09 11:29:20] GroupServiceImpl.updateLatestBlockNumber(127) | g:1, updateLatestBlockNumber, latestBlockNumber: 908, nodeWithLatestBlockNumber:[127.0.0.1:20200, 127.0.0.1:20201]
[DEBUG] [2021-07-09 11:29:20] FrameworkServlet.logResult(1131) | Completed 200 OK
[DEBUG] [2021-07-09 11:29:20] LogFormatUtils.traceDebug(91) | POST "/v1/usr/signin?user_id=port&password=123&user_type=1", parameters={masked}
[DEBUG] [2021-07-09 11:29:20] AbstractHandlerMapping.getHandler(522) | Mapped to com.example.demo.controller.UserController#signin(String, String)
[INFO] [2021-07-09 11:29:20] ContractClient.loadContractAddr(73) |  load contract address from contract.properties, address is 0xc5b840fc17a98f9875665b4cae711a51033d9421
[DEBUG] [2021-07-09 11:29:20] TransactionProcessorFactory.getChainIdAndGroupId(35) | getNodeVersion before createTransactionManager, binaryVerison: 2.7.2, supportedVersion:2.7.2
[DEBUG] [2021-07-09 11:29:20] TransactionProcessorFactory.getChainIdAndGroupId(49) | createTransactionManager for >=rc2 node, chainId: 1, groupId: 1
[DEBUG] [2021-07-09 11:29:20] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20201, seq : e240e5017bd548179a78dcb38fa7f618, msgType : 18
[DEBUG] [2021-07-09 11:29:20] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20201, seq : 00000000000000000000000000000000, msgType : 4097
[DEBUG] [2021-07-09 11:29:20] ChannelMsgHandler.onMessage(156) |  call 
[DEBUG] [2021-07-09 11:29:20] GroupServiceImpl.updatePeersBlockNumberInfo(104) | updatePeersBlockNumberInfo for 127.0.0.1:20201, updated blockNumber: 909, groupId: 1
[DEBUG] [2021-07-09 11:29:20] GroupServiceImpl.updateLatestBlockNumber(127) | g:1, updateLatestBlockNumber, latestBlockNumber: 909, nodeWithLatestBlockNumber:[127.0.0.1:20201]
[DEBUG] [2021-07-09 11:29:20] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20201, seq : e240e5017bd548179a78dcb38fa7f618, msgType : 4096
[DEBUG] [2021-07-09 11:29:20] ChannelMsgHandler.onMessage(156) |  call 
[DEBUG] [2021-07-09 11:29:20] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20200, seq : 00000000000000000000000000000000, msgType : 4097
[DEBUG] [2021-07-09 11:29:20] ChannelMsgHandler.onMessage(156) |  call 
[DEBUG] [2021-07-09 11:29:20] GroupServiceImpl.updatePeersBlockNumberInfo(104) | updatePeersBlockNumberInfo for 127.0.0.1:20200, updated blockNumber: 909, groupId: 1
[DEBUG] [2021-07-09 11:29:20] GroupServiceImpl.updateLatestBlockNumber(127) | g:1, updateLatestBlockNumber, latestBlockNumber: 909, nodeWithLatestBlockNumber:[127.0.0.1:20201, 127.0.0.1:20200]
[DEBUG] [2021-07-09 11:29:20] AbstractMessageConverterMethodProcessor.writeWithMessageConverters(268) | Using 'application/json', given [*/*] and supported [application/json, application/*+json, application/json, application/*+json]
[DEBUG] [2021-07-09 11:29:20] LogFormatUtils.traceDebug(91) | Writing [com.example.demo.pojo.Result@5e2998f3]
[DEBUG] [2021-07-09 11:29:20] FrameworkServlet.logResult(1131) | Completed 200 OK
[DEBUG] [2021-07-09 11:29:20] LogFormatUtils.traceDebug(91) | POST "/v1/usr/signin?user_id=port2&password=123&user_type=1", parameters={masked}
[DEBUG] [2021-07-09 11:29:20] AbstractHandlerMapping.getHandler(522) | Mapped to com.example.demo.controller.UserController#signin(String, String)
[INFO] [2021-07-09 11:29:20] ContractClient.loadContractAddr(73) |  load contract address from contract.properties, address is 0xc5b840fc17a98f9875665b4cae711a51033d9421
[DEBUG] [2021-07-09 11:29:20] TransactionProcessorFactory.getChainIdAndGroupId(35) | getNodeVersion before createTransactionManager, binaryVerison: 2.7.2, supportedVersion:2.7.2
[DEBUG] [2021-07-09 11:29:20] TransactionProcessorFactory.getChainIdAndGroupId(49) | createTransactionManager for >=rc2 node, chainId: 1, groupId: 1
[DEBUG] [2021-07-09 11:29:20] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20201, seq : d3bcab134e314682824e3293e2940b29, msgType : 18
[DEBUG] [2021-07-09 11:29:21] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20201, seq : 00000000000000000000000000000000, msgType : 4097
[DEBUG] [2021-07-09 11:29:21] ChannelMsgHandler.onMessage(156) |  call 
[DEBUG] [2021-07-09 11:29:21] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20200, seq : 00000000000000000000000000000000, msgType : 4097
[DEBUG] [2021-07-09 11:29:21] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20201, seq : d3bcab134e314682824e3293e2940b29, msgType : 4096
[DEBUG] [2021-07-09 11:29:21] ChannelMsgHandler.onMessage(156) |  call 
[DEBUG] [2021-07-09 11:29:21] ChannelMsgHandler.onMessage(156) |  call 
[DEBUG] [2021-07-09 11:29:21] GroupServiceImpl.updatePeersBlockNumberInfo(104) | updatePeersBlockNumberInfo for 127.0.0.1:20201, updated blockNumber: 910, groupId: 1
[DEBUG] [2021-07-09 11:29:21] GroupServiceImpl.updatePeersBlockNumberInfo(104) | updatePeersBlockNumberInfo for 127.0.0.1:20200, updated blockNumber: 910, groupId: 1
[DEBUG] [2021-07-09 11:29:21] GroupServiceImpl.updateLatestBlockNumber(127) | g:1, updateLatestBlockNumber, latestBlockNumber: 910, nodeWithLatestBlockNumber:[127.0.0.1:20201]
[DEBUG] [2021-07-09 11:29:21] GroupServiceImpl.updateLatestBlockNumber(127) | g:1, updateLatestBlockNumber, latestBlockNumber: 910, nodeWithLatestBlockNumber:[127.0.0.1:20201, 127.0.0.1:20200]
[DEBUG] [2021-07-09 11:29:21] AbstractMessageConverterMethodProcessor.writeWithMessageConverters(268) | Using 'application/json', given [*/*] and supported [application/json, application/*+json, application/json, application/*+json]
