[DEBUG] [2021-06-30 14:00:01] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20200, seq : 68a8a22952d04cfdaceae468f456a245, msgType : 19
[DEBUG] [2021-06-30 14:12:59] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20200, seq : ae7389d1ec8b44749b04d55133486d66, msgType : 19
[DEBUG] [2021-06-30 14:12:59] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20201, seq : 7bdad3100fb749be98078532c98f4d91, msgType : 19
[DEBUG] [2021-06-30 14:13:01] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20201, seq : 46b921026f6c4ea99ccaa8e769bcc50c, msgType : 19
[DEBUG] [2021-06-30 14:13:01] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20200, seq : 65304f65bf4341a8992c3dc098026680, msgType : 19
[DEBUG] [2021-06-30 14:13:03] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20200, seq : d934a418d15445f78769a0925438ac7b, msgType : 19
[DEBUG] [2021-06-30 14:13:03] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20201, seq : 3ba40965ef934ec98f560a424f633d4b, msgType : 19
[DEBUG] [2021-06-30 14:13:05] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20201, seq : 32c600a60f4c49db867720fc74fd3626, msgType : 19
[DEBUG] [2021-06-30 14:13:05] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20200, seq : 400f60da6b4f464aa0b5ec0e29d0043f, msgType : 19
[DEBUG] [2021-06-30 14:13:07] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20201, seq : b641b2ac8c23485a9ca90fc2c137238e, msgType : 19
[DEBUG] [2021-06-30 14:13:07] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20200, seq : 37b8619367bf49669e6de6f97f861661, msgType : 19
[DEBUG] [2021-06-30 14:13:09] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20201, seq : b4d91a9e73a3411d9821134bd33b7355, msgType : 19
[DEBUG] [2021-06-30 14:13:09] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20200, seq : db97bdeabc0c42d5ac621909dbeba017, msgType : 19
[DEBUG] [2021-06-30 14:13:11] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20200, seq : 5d1d5ff78bf547eb8cf562a83dd3aa71, msgType : 19
[DEBUG] [2021-06-30 14:13:11] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20201, seq : e1fbc54b87c24aed80cfd221e9ed16b5, msgType : 19
[DEBUG] [2021-06-30 14:13:13] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20200, seq : 9b77124e29c14698b5f9e82e0157988f, msgType : 19
[DEBUG] [2021-06-30 14:13:13] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20201, seq : dc18a6d490444d64ad627a2ceb16bc77, msgType : 19
[DEBUG] [2021-06-30 14:13:15] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20200, seq : 1fbc737f78524d77ae3613305d5b15e7, msgType : 19
[DEBUG] [2021-06-30 14:13:15] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20201, seq : f490161340a146a2a07d811c6e48d632, msgType : 19
[DEBUG] [2021-06-30 14:13:17] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20200, seq : d2a0cb3a06bd44f69d06ef15ffdba138, msgType : 19
[DEBUG] [2021-06-30 14:13:17] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20201, seq : 66d894b5c3774a978f826ec6294f868c, msgType : 19
[DEBUG] [2021-06-30 14:13:19] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20200, seq : e74accd6ab5c4b59825c5fe43ece2ed4, msgType : 19
[DEBUG] [2021-06-30 14:13:19] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20201, seq : 81e65dbc46c642caa58165dd52841b27, msgType : 19
[DEBUG] [2021-06-30 14:13:19] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20200, seq : 4e7d3f6e8f674be8a1bab0cee8104bde, msgType : 18
[DEBUG] [2021-06-30 14:13:19] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20201, seq : bb0735ccca754edfb81974f0271b98ba, msgType : 18
[DEBUG] [2021-06-30 14:13:21] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20200, seq : 04677438969e4d95abb4fcc284e47e0c, msgType : 19
[DEBUG] [2021-06-30 14:13:21] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20201, seq : e608d23a44eb41ea9e2a02108264f4eb, msgType : 19
[DEBUG] [2021-06-30 14:13:23] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20201, seq : 5339c70d979f48eeb8ddca3ee6ad304c, msgType : 19
[DEBUG] [2021-06-30 14:13:23] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20200, seq : 34926b006bac42ed9ec5000f4f145968, msgType : 19
[DEBUG] [2021-06-30 14:13:25] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20201, seq : 821af242ff984b47829157311d76061c, msgType : 19
[DEBUG] [2021-06-30 14:13:25] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20200, seq : 347fae6af45c46fda826399ad136144b, msgType : 19
[DEBUG] [2021-06-30 14:13:27] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20201, seq : 976fac55ec064a87b9692b5977b8138c, msgType : 19
[DEBUG] [2021-06-30 14:13:27] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20200, seq : 455ff492e17c4cf298b6c4126dae8237, msgType : 19
[DEBUG] [2021-06-30 14:13:29] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20201, seq : 2593a30d168b4a11bfecf8d9eac8194f, msgType : 19
[DEBUG] [2021-06-30 14:13:29] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20200, seq : ddccd8ae523f4131853bc43d971f323f, msgType : 19
[DEBUG] [2021-06-30 14:13:31] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20200, seq : 0bae06e4eaef4f3d92a81c943ba93b28, msgType : 19
[DEBUG] [2021-06-30 14:13:31] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20201, seq : 8d75747e00ce4d80a1d6c84658961d3b, msgType : 19
[DEBUG] [2021-06-30 14:13:33] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20201, seq : 5da66e5c9086455ab1c7a8c672811d98, msgType : 19
[DEBUG] [2021-06-30 14:13:33] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20200, seq : 69e23d5ff18744939a787065dfddd362, msgType : 19
[DEBUG] [2021-06-30 14:13:35] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20201, seq : c5b6f39afa814dd2a4964ff39c15a33c, msgType : 19
[DEBUG] [2021-06-30 14:13:35] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20200, seq : 94e21f0f16bc46b7b20a43453a1ee63f, msgType : 19
[DEBUG] [2021-06-30 14:13:37] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20201, seq : 224ea567fb4d49678df0b2a125d13da8, msgType : 19
[DEBUG] [2021-06-30 14:13:37] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20200, seq : 41ad5e43e7234d5694aa24aa614996cc, msgType : 19
[DEBUG] [2021-06-30 14:13:39] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20200, seq : 49f8d683e04f42d9b215a075d208d4dc, msgType : 19
[DEBUG] [2021-06-30 14:13:39] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20201, seq : d73e62007571416787e16af0a532839a, msgType : 19
[DEBUG] [2021-06-30 14:13:41] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20201, seq : 30b295604b3f4f849bed8f0b34044f83, msgType : 19
[DEBUG] [2021-06-30 14:13:41] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20200, seq : 0eb8087c15da4842a4540e2ab9526db8, msgType : 19
[DEBUG] [2021-06-30 14:13:43] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20201, seq : afb50b349046492fb40bd1c7cc40d526, msgType : 19
[DEBUG] [2021-06-30 14:13:43] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20200, seq : d58dde67e4a440af91ee8c3eea867cdd, msgType : 19
[DEBUG] [2021-06-30 14:13:45] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20201, seq : a611b59fd6c04abfb5d8155e1972afa4, msgType : 19
[DEBUG] [2021-06-30 14:13:45] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20200, seq : 5aa96971c0d04da6b2d65f12c7429769, msgType : 19
[DEBUG] [2021-06-30 14:13:47] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20201, seq : 19a1c5495790479b92a3c2df8d2252dd, msgType : 19
[DEBUG] [2021-06-30 14:13:47] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20200, seq : ca89935399ee421f9c9cf40c080167ec, msgType : 19
[DEBUG] [2021-06-30 14:13:49] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20200, seq : 6e690df4df17475b947f092061c86168, msgType : 19
[DEBUG] [2021-06-30 14:13:49] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20201, seq : 842142896be144cc9384b18548a4c054, msgType : 19
[DEBUG] [2021-06-30 14:13:51] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20200, seq : c45ccd0fa2984f5684ddfe1c944c837d, msgType : 19
[DEBUG] [2021-06-30 14:13:51] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20201, seq : c5e38673fc234a42b39407060be90505, msgType : 19
[DEBUG] [2021-06-30 14:13:53] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20201, seq : fdc88fc8e09c449aad3cee2709f11864, msgType : 19
[DEBUG] [2021-06-30 14:13:53] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20200, seq : eeba34ad9eb543809fd948199904028b, msgType : 19
[DEBUG] [2021-06-30 14:13:55] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20201, seq : ffa7f31ae8f24749a1b7556af71a5e12, msgType : 19
[DEBUG] [2021-06-30 14:13:55] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20200, seq : 1c1ed42d574144f6999b60136251b478, msgType : 19
[DEBUG] [2021-06-30 14:13:57] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20200, seq : decc0c19714142e9ac4be3e049b15b9a, msgType : 19
[DEBUG] [2021-06-30 14:13:57] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20201, seq : 9d6678b5345a432dbc2910b5d475618c, msgType : 19
[DEBUG] [2021-06-30 14:13:59] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20200, seq : c346dd9b00da4eac863ee521fe4aaa6d, msgType : 19
[DEBUG] [2021-06-30 14:13:59] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20201, seq : 770ec44614ff4cec90501aadd2a863a5, msgType : 19
[DEBUG] [2021-06-30 14:14:01] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20201, seq : 5aa3e3342fd643dcaebcbb4f49eb2b7e, msgType : 19
[DEBUG] [2021-06-30 14:14:01] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20200, seq : 8cf4294f043349e0ad7198b459e95c45, msgType : 19
[DEBUG] [2021-06-30 14:14:03] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20201, seq : 995d034be943400ea3aa7bfc29821529, msgType : 19
[DEBUG] [2021-06-30 14:14:03] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20200, seq : c25c8c8c21a4483c96a508d51eb0509e, msgType : 19
[DEBUG] [2021-06-30 14:14:05] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20200, seq : 2da58603b381408b9c4198e6c428d868, msgType : 19
[DEBUG] [2021-06-30 14:14:05] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20201, seq : cc5e6b868b604721b474a153423ab0e1, msgType : 19
[DEBUG] [2021-06-30 14:14:07] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20200, seq : 1216807a4ea947e5a7310eb1490246df, msgType : 19
[DEBUG] [2021-06-30 14:14:07] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20201, seq : 6ac7d9998fc04fcf941b93b68ec85a8f, msgType : 19
[DEBUG] [2021-06-30 14:14:09] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20200, seq : da89dac6233b41febe1b2de505d2f814, msgType : 19
[DEBUG] [2021-06-30 14:14:09] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20201, seq : ae3be5e4110e42c1a3eeb91d88a9d43e, msgType : 19
[DEBUG] [2021-06-30 14:14:11] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20200, seq : df662f02d90e430c8f05aa73a5027ba0, msgType : 19
[DEBUG] [2021-06-30 14:14:11] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20201, seq : 5047ce175fc34d52acf28f2c9e4bf19b, msgType : 19
[DEBUG] [2021-06-30 14:14:13] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20200, seq : aec3ac10136b422bb9d03563981bb52b, msgType : 19
[DEBUG] [2021-06-30 14:14:13] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20201, seq : 9f5f15440401438cab8ae32eca788bb2, msgType : 19
[DEBUG] [2021-06-30 14:14:15] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20201, seq : 760ca2f6ce9044b29feb56d4205f28c8, msgType : 19
[DEBUG] [2021-06-30 14:14:15] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20200, seq : 9fd32b1842c44d8eb144ffefb73e6060, msgType : 19
[DEBUG] [2021-06-30 14:14:17] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20201, seq : f5698bd54e6b4a5db5fbd24c71c19233, msgType : 19
[DEBUG] [2021-06-30 14:14:17] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20200, seq : 52485c511d094d35b1e4da3442cc8871, msgType : 19
[DEBUG] [2021-06-30 14:14:19] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20200, seq : 98831e836aad47389a3797a35f1da92f, msgType : 19
[DEBUG] [2021-06-30 14:14:19] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20201, seq : a0755c4418e74679bb3a52e42787cc70, msgType : 19
[DEBUG] [2021-06-30 14:14:19] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20200, seq : 7e6b8cc1676244ac9a8efe36416d8b5a, msgType : 18
[DEBUG] [2021-06-30 14:14:19] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20201, seq : 7a61ada632b34b70b9eda51b52b3dc9c, msgType : 18
[DEBUG] [2021-06-30 14:14:21] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20200, seq : 0df6239daf664a5db46c7ad9d1a531d6, msgType : 19
[DEBUG] [2021-06-30 14:14:21] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20201, seq : f45a70cb7cf147218bff7235138d60eb, msgType : 19
[DEBUG] [2021-06-30 14:14:23] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20200, seq : 9bde8a3d1c6b4d64bc96fe68d59cdba9, msgType : 19
[DEBUG] [2021-06-30 14:14:23] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20201, seq : dd79791f494c4b87be54629c263921f8, msgType : 19
[DEBUG] [2021-06-30 14:14:25] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20200, seq : f3c3cc29588248109b268aed41fb6200, msgType : 19
[DEBUG] [2021-06-30 14:14:25] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20201, seq : 7fd1ef6f28cd4a3cba7edf9085b57785, msgType : 19
[DEBUG] [2021-06-30 14:14:27] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20200, seq : e8ac1e91983647689c07f7ec7ec8b1fb, msgType : 19
[DEBUG] [2021-06-30 14:14:27] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20201, seq : 119bb86ba7ec4fb5b29ba0befa2c719c, msgType : 19
[DEBUG] [2021-06-30 14:14:29] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20200, seq : 9395ab00c20c4f28bf7340cfeb3ff0d3, msgType : 19
[DEBUG] [2021-06-30 14:14:29] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20201, seq : 104bfdae04eb4728ab5f381c5b9bcba6, msgType : 19
[DEBUG] [2021-06-30 14:14:31] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20200, seq : 0a91a0a91afe49e0b54bf22780e7fc8d, msgType : 19
[DEBUG] [2021-06-30 14:14:31] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20201, seq : 0a517a5327e94bfcb058c824fa412bd0, msgType : 19
[DEBUG] [2021-06-30 14:14:33] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20201, seq : db7f9bad055e4cccb2315dce6e95a863, msgType : 19
[DEBUG] [2021-06-30 14:14:33] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20200, seq : 55e504f3e7a94a678efe93290c06ef56, msgType : 19
[DEBUG] [2021-06-30 14:14:35] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20201, seq : fc21ed43cf744897983fd9bcf2eb5d83, msgType : 19
[DEBUG] [2021-06-30 14:14:35] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20200, seq : 6f70439b22c64539a95f3756bfd56575, msgType : 19
[DEBUG] [2021-06-30 14:14:37] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20201, seq : f9a480f31d3e44b9aa99d93b7c3f71fd, msgType : 19
[DEBUG] [2021-06-30 14:14:37] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20200, seq : 4af82669185c4480a190b4e2e809704e, msgType : 19
[DEBUG] [2021-06-30 14:14:39] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20201, seq : aec2ca735441409487e949f517a9e982, msgType : 19
[DEBUG] [2021-06-30 14:14:39] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20200, seq : ce2e330249154ec3b5c34f47b857b725, msgType : 19
[DEBUG] [2021-06-30 14:14:41] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20201, seq : e2e0c14d64a84abebb88e31f17a08765, msgType : 19
[DEBUG] [2021-06-30 14:14:41] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20200, seq : 6afc919058eb4d139aed2ecb2027fd18, msgType : 19
[DEBUG] [2021-06-30 14:14:43] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20201, seq : 88e118e90624489bafabe062e84f58cc, msgType : 19
[DEBUG] [2021-06-30 14:14:43] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20200, seq : 309db377d0d242c6b41d4443b96cb388, msgType : 19
[DEBUG] [2021-06-30 14:14:45] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20201, seq : 4d200761e222414bbc4fb5d208b66080, msgType : 19
[DEBUG] [2021-06-30 14:14:45] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20200, seq : fe0e3c88234744feb19fae77d11eea27, msgType : 19
[DEBUG] [2021-06-30 14:14:47] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20201, seq : 8d068452f15940fbbc085ba38f93e352, msgType : 19
[DEBUG] [2021-06-30 14:14:47] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20200, seq : 76e1dd5841df41cea4715bb1e44e47c4, msgType : 19
[DEBUG] [2021-06-30 14:14:49] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20200, seq : 50635ed2e502436588ff7056e8f3aa35, msgType : 19
[DEBUG] [2021-06-30 14:14:49] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20201, seq : 7e335e492cbb457ba74be4109a22a509, msgType : 19
[DEBUG] [2021-06-30 14:14:51] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20201, seq : ae2f633e3c5040cbaaf75947d0c31aa3, msgType : 19
[DEBUG] [2021-06-30 14:14:51] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20200, seq : 8a3b7b7f391545ca866e15fa0612226f, msgType : 19
[DEBUG] [2021-06-30 14:14:53] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20201, seq : 83546973d51d49c29f1eda8bc3f5b770, msgType : 19
[DEBUG] [2021-06-30 14:14:53] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20200, seq : ca6eb0dead5e4109a624039fa9c037e2, msgType : 19
[DEBUG] [2021-06-30 14:14:55] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20200, seq : d35c76be749e4f878aacd48e7ef81178, msgType : 19
[DEBUG] [2021-06-30 14:14:55] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20201, seq : e00510ace4134a809b695af05898cfaf, msgType : 19
[DEBUG] [2021-06-30 14:14:57] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20201, seq : de1b0695e87049b38e69e65298dbe4b2, msgType : 19
[DEBUG] [2021-06-30 14:14:57] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20200, seq : 016a07ecbd85438a8adebcd14c491720, msgType : 19
[DEBUG] [2021-06-30 14:14:59] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20200, seq : 7237f1217bc34cf599ab5f55d1b22310, msgType : 19
[DEBUG] [2021-06-30 14:14:59] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20201, seq : d475dd16b6b34b478d786baf3d88bfb8, msgType : 19
[DEBUG] [2021-06-30 14:15:01] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20200, seq : 19a5f4569cc643e581a644664eb1db4b, msgType : 19
[DEBUG] [2021-06-30 14:15:01] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20201, seq : 1826541a92f24c9c84d75cd94ca9d618, msgType : 19
[DEBUG] [2021-06-30 14:15:03] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20201, seq : 71f0b90840964f66a22b16972b7fa509, msgType : 19
[DEBUG] [2021-06-30 14:15:03] ChannelMsgHandler.onMessage(123) | onMessage in ChannelMsgHandler called, host : 127.0.0.1:20200, seq : 7ae0b05ef7f248a3b623e942679d004d, msgType : 19
[DEBUG] [2021-06-30 14:15:05] ApplicationAvailabilityBean.onApplicationEvent(77) | Application availability state ReadinessState changed from ACCEPTING_TRAFFIC to REFUSING_TRAFFIC
[DEBUG] [2021-06-30 14:15:05] AbstractApplicationContext.doClose(1049) | Closing org.springframework.boot.web.servlet.context.AnnotationConfigServletWebServerApplicationContext@5f9b2141, started on Wed Jun 30 10:42:02 CST 2021
[DEBUG] [2021-06-30 14:15:05] DefaultLifecycleProcessor$LifecycleGroup.stop(365) | Stopping beans in phase 2147483647
[DEBUG] [2021-06-30 14:15:05] DefaultLifecycleProcessor.lambda$doStop$3(238) | Bean 'webServerGracefulShutdown' completed its stop procedure
[DEBUG] [2021-06-30 14:15:05] DefaultLifecycleProcessor$LifecycleGroup.stop(365) | Stopping beans in phase 2147483646
